market,business_unit,country,region,employee_id,date,Indicator,Indicator_value,currency,project
EMEA,Wholesale,Germany,Western Europe,EMP00184,2024-05-02,Wages Cost,"2,962.88",EUR,Project Falcon
AMER,Marketing,Mexico,North America,,2024-05-02,Other Costs,"9,108.18",MXN,Project Vega
AMER,Marketing,Mexico,North America,,2024-05-02,Other Costs,"6,166.75",MXN,Project Zenith
AMER,Marketing,Mexico,North America,,2024-05-02,Budget,"19,474.64",MXN,Project Atlas
AMER,Marketing,Canada,North America,,2024-05-02,Budget,"4,022.21",CAD,Project Zenith
APAC,Retail,India,South Asia,,2024-05-02,Budget,"48,454.63",INR,Project Zenith
AMER,Retail,United States,North America,EMP00331,2024-05-02,Revenue,"7,230.10",USD,Project Aurora
AMER,Finance,Brazil,South America,EMP00121,2024-05-02,Wages Cost,"13,472.72",BRL,Project Nimbus
EMEA,IT Services,Spain,Southern Europe,EMP00312,2024-05-02,Revenue,"18,426.60",EUR,Project Atlas
AMER,E-commerce,Canada,North America,EMP00061,2024-05-02,Wages Cost,"6,363.88",CAD,Project Horizon
APAC,E-commerce,India,South Asia,,2024-05-03,Budget,"43,445.69",INR,Project Horizon
AMER,Retail,Brazil,South America,EMP00153,2024-05-03,Wages Cost,"5,721.36",BRL,Project Zenith
AMER,HR,Mexico,North America,,2024-05-03,Budget,"21,528.98",MXN,Project Orion
EMEA,Logistics,Netherlands,Western Europe,EMP00326,2024-05-03,Revenue,"8,832.48",EUR,Project Falcon
EMEA,E-commerce,Portugal,Southern Europe,,2024-05-03,Budget,"2,727.53",EUR,Project Aurora
APAC,Retail,Australia,Oceania,,2024-05-03,Budget,"6,654.04",AUD,Project Vega
APAC,Logistics,India,South Asia,,2024-05-03,Budget,"4,767.89",INR,Project Nimbus
EMEA,Wholesale,United Kingdom,Northern Europe,,2024-05-03,Other Costs,"1,091.38",GBP,Project Nimbus
AMER,Finance,United States,North America,,2024-05-03,Budget,"5,615.17",USD,Project Vega
APAC,Retail,China,East Asia,,2024-05-03,Budget,"10,006.46",CNY,Project Atlas
AMER,Marketing,Brazil,South America,,2024-05-03,Budget,"24,694.70",BRL,Project Nimbus
AMER,Retail,United States,North America,,2024-05-03,Budget,"4,287.99",USD,Project Zenith
EMEA,Marketing,United Kingdom,Northern Europe,,2024-05-03,Budget,"11,692.12",GBP,Project Orion
EMEA,E-commerce,Spain,Southern Europe,EMP00142,2024-05-03,Wages Cost,"3,471.84",EUR,Project Falcon
EMEA,E-commerce,France,Western Europe,EMP00036,2024-05-03,Revenue,"10,244.26",EUR,Project Nimbus
APAC,Retail,India,South Asia,,2024-05-03,Budget,"86,747.69",INR,Project Vega
APAC,HR,China,East Asia,,2024-05-03,Budget,"45,117.21",CNY,Project Atlas
EMEA,E-commerce,France,Western Europe,,2024-05-03,Budget,"14,796.24",EUR,Project Nimbus
APAC,Logistics,India,South Asia,,2024-05-03,Budget,"167,802.95",INR,Project Atlas
AMER,IT Services,Argentina,South America,EMP00098,2024-05-03,Revenue,"31,823,752.63",ARS,Project Atlas
APAC,Finance,Singapore,Southeast Asia,,2024-05-03,Other Costs,"3,308.37",SGD,Project Falcon
EMEA,Finance,Germany,Western Europe,,2024-05-03,Budget,"17,694.91",EUR,Project Falcon
EMEA,IT Services,Spain,Southern Europe,EMP00312,2024-05-03,Wages Cost,"3,275.10",EUR,Project Atlas
EMEA,Logistics,France,Western Europe,EMP00110,2024-05-03,Revenue,"3,251.42",EUR,Project Horizon
APAC,HR,Australia,Oceania,,2024-05-03,Budget,"10,877.33",AUD,Project Nimbus
EMEA,Wholesale,United Kingdom,Northern Europe,,2024-05-03,Budget,"4,529.90",GBP,Project Titan
APAC,Finance,India,South Asia,,2024-05-03,Budget,"44,765.56",INR,Project Nova
AMER,Wholesale,United States,North America,,2024-05-03,Budget,"11,281.77",USD,Project Orion
EMEA,Finance,Germany,Western Europe,,2024-05-03,Other Costs,749.78,EUR,Project Titan
EMEA,Retail,Portugal,Southern Europe,,2024-05-03,Budget,"1,806.63",EUR,Project Zenith
AMER,Wholesale,Canada,North America,,2024-05-03,Other Costs,"2,500.61",CAD,Project Horizon
APAC,Retail,India,South Asia,,2024-05-03,Other Costs,"68,033.16",INR,Project Orion
AMER,Wholesale,United States,North America,EMP00055,2024-05-03,Revenue,"6,589.62",USD,Project Atlas
EMEA,IT Services,France,Western Europe,,2024-05-03,Budget,"5,831.52",EUR,Project Aurora
AMER,Logistics,Canada,North America,EMP00056,2024-05-03,Revenue,"10,092.74",CAD,Project Aurora
EMEA,IT Services,Portugal,Southern Europe,,2024-05-03,Budget,"12,986.32",EUR,Project Nova
AMER,Marketing,Mexico,North America,EMP00155,2024-05-03,Wages Cost,"23,604.32",MXN,Project Vega
AMER,Wholesale,Canada,North America,,2024-05-03,Budget,"1,133.17",CAD,Project Atlas
APAC,Retail,Australia,Oceania,,2024-05-03,Budget,"12,303.62",AUD,Project Nova
EMEA,HR,Germany,Western Europe,,2024-05-03,Budget,"14,184.59",EUR,Project Atlas
AMER,Finance,Brazil,South America,,2024-05-03,Other Costs,"9,782.94",BRL,Project Nimbus
EMEA,Logistics,United Kingdom,Northern Europe,,2024-05-03,Budget,"3,350.28",GBP,Project Vega
EMEA,Wholesale,Portugal,Southern Europe,,2024-05-03,Budget,"2,587.88",EUR,Project Vega
EMEA,Marketing,Germany,Western Europe,,2024-05-03,Budget,790.19,EUR,Project Atlas
AMER,Marketing,Mexico,North America,EMP00155,2024-05-03,Revenue,"212,004.76",MXN,Project Vega
AMER,E-commerce,Canada,North America,EMP00061,2024-05-03,Revenue,"18,047.43",CAD,Project Horizon
AMER,Wholesale,Brazil,South America,,2024-05-03,Other Costs,"2,540.15",BRL,Project Titan
EMEA,E-commerce,Netherlands,Western Europe,EMP00187,2024-05-03,Wages Cost,"4,490.21",EUR,Project Orion
EMEA,Logistics,Germany,Western Europe,EMP00287,2024-05-03,Wages Cost,"6,495.72",EUR,Project Aurora
AMER,Wholesale,Canada,North America,,2024-05-03,Budget,"6,984.91",CAD,Project Horizon
EMEA,Wholesale,Germany,Western Europe,,2024-05-03,Budget,"6,601.44",EUR,Project Horizon
APAC,Finance,China,East Asia,,2024-05-03,Budget,"27,551.49",CNY,Project Orion
EMEA,IT Services,Germany,Western Europe,EMP00103,2024-05-03,Wages Cost,"17,997.05",EUR,Project Nova
AMER,Retail,Argentina,South America,,2024-05-03,Other Costs,"904,931.78",ARS,Project Falcon
EMEA,E-commerce,Spain,Southern Europe,EMP00087,2024-05-03,Wages Cost,"3,304.72",EUR,Project Atlas
AMER,E-commerce,United States,North America,,2024-05-03,Budget,"5,111.48",USD,Project Vega
APAC,Retail,Japan,East Asia,EMP00086,2024-05-03,Wages Cost,"551,681.55",JPY,Project Falcon
AMER,Retail,United States,North America,,2024-05-04,Budget,"8,298.45",USD,Project Aurora
APAC,Retail,Australia,Oceania,EMP00037,2024-05-04,Revenue,"10,065.74",AUD,Project Orion
AMER,E-commerce,Canada,North America,,2024-05-04,Other Costs,"1,444.51",CAD,Project Zenith
EMEA,Wholesale,Germany,Western Europe,EMP00097,2024-05-04,Wages Cost,"3,278.03",EUR,Project Atlas
EMEA,Wholesale,France,Western Europe,,2024-05-04,Other Costs,"1,629.16",EUR,Project Vega
APAC,Logistics,China,East Asia,EMP00003,2024-05-04,Revenue,"53,794.02",CNY,Project Zenith
EMEA,Finance,Netherlands,Western Europe,,2024-05-04,Budget,"9,173.15",EUR,Project Vega
EMEA,Logistics,Netherlands,Western Europe,,2024-05-04,Other Costs,"3,742.90",EUR,Project Falcon
EMEA,Retail,France,Western Europe,,2024-05-04,Budget,"4,829.77",EUR,Project Falcon
EMEA,Wholesale,Italy,Southern Europe,,2024-05-04,Budget,"4,511.96",EUR,Project Zenith
AMER,Marketing,Brazil,South America,EMP00076,2024-05-04,Wages Cost,"5,181.72",BRL,Project Titan
AMER,E-commerce,Mexico,North America,,2024-05-04,Budget,"16,834.78",MXN,Project Nova
EMEA,Retail,Spain,Southern Europe,,2024-05-04,Other Costs,"2,007.01",EUR,Project Nimbus
APAC,Finance,Japan,East Asia,,2024-05-04,Budget,"664,793.39",JPY,Project Nimbus
EMEA,Marketing,France,Western Europe,,2024-05-04,Budget,"6,717.87",EUR,Project Zenith
AMER,Marketing,Brazil,South America,,2024-05-04,Other Costs,790.38,BRL,Project Titan
EMEA,Logistics,Germany,Western Europe,,2024-05-04,Budget,"6,378.05",EUR,Project Aurora
AMER,E-commerce,Argentina,South America,,2024-05-04,Budget,"2,710,715.02",ars,Project Titan
AMER,Retail,United States,North America,,2024-05-04,Other Costs,"2,166.94",USD,Project Horizon
AMER,Logistics,Canada,North America,,2024-05-04,Other Costs,"1,738.33",CAD,Project Aurora
EMEA,Retail,France,Western Europe,,2024-05-04,Other Costs,772.18,EUR,Project Titan
AMER,Wholesale,Brazil,South America,,2024-05-04,Budget,"11,634.92",BRL,Project Nimbus
AMER,IT Services,Argentina,South America,,2024-05-04,Budget,"1,165,323.89",ARS,Project Atlas
EMEA,Marketing,Italy,Southern Europe,EMP00300,2024-05-04,Revenue,"8,979.31",EUR,Project Nimbus
EMEA,Retail,France,Western Europe,,2024-05-04,Budget,"3,989.13",EUR,Project Titan
AMER,E-commerce,Canada,North America,,2024-05-04,Budget,"8,722.82",CAD,Project Horizon
AMER,Marketing,Brazil,South America,,2024-05-04,Budget,"19,554.90",BRL,Project Vega
AMER,HR,United States,North America,EMP00224,2024-05-04,Wages Cost,"15,931.43",USD,Project Falcon
AMER,E-commerce,United States,North America,EMP00138,2024-05-04,Revenue,"7,385.39",USD,Project Vega
EMEA,Wholesale,France,Western Europe,,2024-05-04,Budget,"5,747.85",EUR,Project Vega
APAC,Logistics,China,East Asia,,2024-05-04,Budget,"15,465.45",CNY,Project Titan
AMER,HR,Canada,North America,,2024-05-04,Budget,"13,270.35",CAD,Project Orion
EMEA,Finance,Netherlands,Western Europe,EMP00041,2024-05-04,Wages Cost,"1,927.53",EUR,Project Vega
APAC,Marketing,China,East Asia,,2024-05-04,Other Costs,"4,835.32",CNY,Project Vega
EMEA,Logistics,Portugal,Southern Europe,EMP00338,2024-05-04,Wages Cost,"1,477.34",EUR,Project Nova
APAC,HR,Australia,Oceania,,2024-05-04,Budget,"24,715.72",AUD,Project Falcon
EMEA,Wholesale,Germany,Western Europe,,2024-05-04,Budget,"3,206.74",EUR,Project Falcon
APAC,HR,China,East Asia,,2024-05-05,Budget,"25,737.51",CNY,Project Vega
AMER,Retail,Mexico,North America,EMP00102,2024-05-05,Wages Cost,"28,155.21",MXN,Project Vega
APAC,Logistics,Australia,Oceania,,2024-05-05,Budget,"16,899.35",AUD,Project Aurora
AMER,Retail,Brazil,South America,,2024-05-05,Budget,"6,979.77",BRL,Project Zenith
EMEA,IT Services,Germany,Western Europe,,2024-05-05,Budget,"8,486.50",EUR,Project Nimbus
AMER,Retail,Mexico,North America,,2024-05-05,Budget,"29,317.18",MXN,Project Falcon
AMER,Retail,Mexico,North America,EMP00099,2024-05-05,Revenue,"119,974.23",MXN,Project Titan
APAC,Retail,Japan,East Asia,EMP00233,2024-05-05,Revenue,"1,345,316.99",JPY,Project Orion
APAC,E-commerce,Australia,Oceania,,2024-05-05,Budget,"9,929.47",AUD,Project Vega
EMEA,Retail,Spain,Southern Europe,EMP00029,2024-05-05,Revenue,"4,109.12",EUR,Project Nimbus
APAC,Finance,Singapore,Southeast Asia,,2024-05-05,Budget,"8,945.90",SGD,Project Falcon
AMER,HR,Brazil,South America,,2024-05-05,Budget,"11,236.93",BRL,Project Nova
AMER,E-commerce,United States,North America,,2024-05-05,Budget,"9,277.88",USD,Project Horizon
EMEA,Finance,Netherlands,Western Europe,EMP00067,2024-05-05,Wages Cost,"4,928.58",EUR,Project Vega
AMER,IT Services,Brazil,South America,EMP00024,2024-05-05,Wages Cost,"4,054.32",BRL,Project Zenith
APAC,E-commerce,Australia,Oceania,EMP00013,2024-05-05,Wages Cost,"4,680.72",AUD,Project Atlas
APAC,IT Services,India,South Asia,EMP00273,2024-05-05,Wages Cost,"99,202.45",INR,Project Falcon
AMER,IT Services,Mexico,North America,EMP00210,2024-05-05,Wages Cost,"146,945.34",MXN,Project Nova
EMEA,Finance,Germany,Western Europe,,2024-05-05,Budget,"8,837.15",EUR,Project Vega
AMER,HR,Brazil,South America,,2024-05-05,Budget,"23,302.15",BRL,Project Atlas
EMEA,Retail,Netherlands,Western Europe,,2024-05-05,Budget,"5,488.50",EUR,Project Nimbus
APAC,HR,India,South Asia,,2024-05-05,Other Costs,"13,638.81",INR,Project Nova
AMER,Retail,United States,North America,EMP00288,2024-05-05,Revenue,,USD,Project Zenith
AMER,Marketing,United States,North America,,2024-05-05,Budget,"10,753.03",USD,Project Aurora
AMER,E-commerce,United States,North America,EMP00251,2024-05-05,Wages Cost,"20,301.73",USD,Project Falcon
EMEA,IT Services,Germany,Western Europe,,2024-05-05,Other Costs,"1,751.62",EUR,Project Nimbus
AMER,Wholesale,Mexico,North America,,2024-05-05,Budget,"14,301.16",MXN,Project Nova
EMEA,E-commerce,United Kingdom,Northern Europe,,2024-05-05,Other Costs,414.27,GBP,Project Aurora
EMEA,Logistics,Portugal,Southern Europe,,2024-05-05,Budget,"1,558.79",EUR,Project Nova
EMEA,Marketing,France,Western Europe,,2024-05-05,Budget,"8,200.18",EUR,Project Falcon
AMER,Retail,Canada,North America,,2024-05-05,Other Costs,"3,421.70",CAD,Project Atlas
AMER,Wholesale,Mexico,North America,,2024-05-05,Budget,"8,044.85",MXN,Project Nimbus
EMEA,Wholesale,France,Western Europe,,2024-05-05,Budget,"13,180.37",EUR,Project Zenith
APAC,Wholesale,China,East Asia,,2024-05-05,Budget,"3,950.56",CNY,Project Vega
AMER,IT Services,Canada,North America,,2024-05-05,Other Costs,"7,086.11",CAD,Project Vega
APAC,Retail,Japan,East Asia,,2024-05-05,Budget,"605,270.18",JPY,Project Falcon
EMEA,Marketing,Netherlands,Western Europe,,2024-05-05,Budget,"8,271.41",EUR,Project Falcon
EMEA,Wholesale,Germany,Western Europe,EMP00303,2024-05-05,Revenue,"4,535.94",EUR,Project Horizon
EMEA,IT Services,Netherlands,Western Europe,,2024-05-05,Budget,"17,323.69",EUR,Project Titan
APAC,Marketing,India,South Asia,EMP00074,2024-05-05,Wages Cost,"100,085.63",INR,Project Horizon
AMER,Retail,Mexico,North America,,2024-05-05,Budget,"38,816.63",MXN,Project Titan
APAC,Retail,Australia,Oceania,,2024-05-05,Budget,"3,700.22",AUD,Project Zenith
EMEA,Finance,France,Western Europe,,2024-05-05,Other Costs,"3,595.75",EUR,Project Nova
AMER,E-commerce,Argentina,South America,,2024-05-05,Other Costs,"657,148.38",ARS,Project Titan
AMER,Wholesale,United States,North America,,2024-05-05,Budget,"17,108.25",USD,Project Atlas
APAC,Retail,India,South Asia,EMP00105,2024-05-05,Revenue,"490,684.67",INR,Project Aurora
APAC,Finance,Japan,East Asia,,2024-05-05,Other Costs,"100,555.35",JPY,Project Nimbus
AMER,IT Services,United States,North America,EMP00244,2024-05-05,Revenue,"23,392.66",USD,Project Nimbus
EMEA,Marketing,Germany,Western Europe,,2024-05-06,Budget,"39,950.32",EUR,Project Falcon
EMEA,Retail,France,Western Europe,EMP00340,2024-05-06,Wages Cost,"4,207.13",EUR,Project Nova
APAC,Marketing,India,South Asia,EMP00196,2024-05-06,Revenue,"491,202.28",INR,Project Orion
APAC,Logistics,Singapore,Southeast Asia,EMP00200,2024-05-06,Wages Cost,"18,359.52",SGD,Project Vega
APAC,Retail,Australia,Oceania,EMP00317,2024-05-06,Revenue,"6,123.66",AUD,Project Horizon
APAC,Logistics,China,East Asia,EMP00108,2024-05-06,Wages Cost,"12,322.66",CNY,Project Titan
APAC,Marketing,India,South Asia,,2024-05-06,Budget,"91,760.67",INR,Project Orion
EMEA,Retail,United Kingdom,Northern Europe,,2024-05-06,Other Costs,"1,187.99",GBP,Project Nimbus
EMEA,E-commerce,Spain,Southern Europe,,2024-05-06,Budget,"9,061.28",EUR,Project Falcon
AMER,E-commerce,United States,North America,,2024-05-06,Budget,"6,725.39",USD,Project Atlas
EMEA,Logistics,Spain,Southern Europe,,2024-05-06,Budget,"3,217.26",EUR,Project Horizon
APAC,Marketing,Japan,East Asia,,2024-05-06,Budget,"305,905.09",JPY,Project Aurora
EMEA,Logistics,Netherlands,Western Europe,,2024-05-06,Budget,"9,904.99",EUR,Project Falcon
AMER,Finance,United States,North America,,2024-05-06,Other Costs,"1,210.53",USD,Project Vega
EMEA,Finance,Spain,Southern Europe,,2024-05-06,Budget,"4,744.52",EUR,Project Atlas
AMER,IT Services,United States,North America,,2024-05-06,Budget,"4,982.54",USD,Project Titan
EMEA,Marketing,United Kingdom,Northern Europe,,2024-05-06,Budget,"3,838.09",GBP,Project Nova
EMEA,Retail,Spain,Southern Europe,EMP00130,2024-05-06,Wages Cost,"2,860.68",EUR,Project Nova
EMEA,Wholesale,United Kingdom,Northern Europe,,2024-05-06,Other Costs,810.46,GBP,Project Titan
AMER,Logistics,United States,North America,,2024-05-06,Budget,"2,804.41",USD,Project Aurora
EMEA,Finance,Germany,Western Europe,EMP00252,2024-05-06,Wages Cost,"1,105.84",EUR,Project Titan
EMEA,Retail,France,Western Europe,,2024-05-06,Other Costs,"1,329.52",EUR,Project Falcon
EMEA,Finance,Germany,Western Europe,,2024-05-06,Budget,"4,636.50",EUR,Project Titan
EMEA,Wholesale,Portugal,Southern Europe,EMP00194,2024-05-06,Revenue,"4,211.70",EUR,Project Vega
APAC,Retail,Australia,Oceania,EMP00261,2024-05-06,Wages Cost,"3,840.57",AUD,Project Titan
APAC,Wholesale,Singapore,Southeast Asia,,2024-05-06,Other Costs,"1,922.99",SGD,Project Nimbus
AMER,Retail,Canada,North America,,2024-05-06,Budget,"7,459.32",CAD,Project Orion
EMEA,IT Services,Netherlands,Western Europe,,2024-05-06,Budget,"4,938.54",EUR,Project Nova
AMER,IT Services,Mexico,North America,EMP00210,2024-05-06,Revenue,"443,351.22",MXN,Project Nova
APAC,Logistics,China,East Asia,,2024-05-06,Budget,"11,456.90",CNY,Project Horizon
APAC,Retail,India,South Asia,,2024-05-06,Budget,"107,973.95",INR,Project Aurora
EMEA,Retail,France,Western Europe,EMP00195,2024-05-06,Wages Cost,"3,071.41",EUR,Project Titan
APAC,Retail,Singapore,Southeast Asia,,2024-05-06,Other Costs,"3,698.55",SGD,Project Titan
EMEA,Marketing,Netherlands,Western Europe,,2024-05-06,Budget,"12,484.84",EUR,Project Aurora
EMEA,Wholesale,United Kingdom,Northern Europe,EMP00027,2024-05-06,Wages Cost,"5,144.86",GBP,Project Titan
EMEA,Retail,Spain,Southern Europe,,2024-05-06,Budget,"3,017.54",EUR,Project Nova
APAC,Wholesale,China,East Asia,,2024-05-06,Budget,"63,967.26",CNY,Project Atlas
EMEA,Retail,France,Western Europe,,2024-05-06,Budget,"2,213.08",EUR,Project Zenith
AMER,Retail,United States,North America,,2024-05-06,Other Costs,"1,319.89",USD,Project Zenith
APAC,E-commerce,Australia,Oceania,EMP00257,2024-05-06,Revenue,"15,757.62",AUD,Project Vega
AMER,Retail,Canada,North America,EMP00143,2024-05-06,Wages Cost,"6,831.64",CAD,Project Orion
APAC,E-commerce,Japan,East Asia,,2024-05-06,Other Costs,"401,298.20",JPY,Project Horizon
AMER,Wholesale,United States,North America,EMP00281,2024-05-06,Wages Cost,"5,286.16",USD,Project Falcon
APAC,Retail,Australia,Oceania,,2024-05-06,Budget,"8,420.52",AUD,Project Orion
AMER,Marketing,Brazil,South America,,2024-05-06,Budget,"6,254.09",BRL,Project Titan
APAC,Logistics,China,East Asia,,2024-05-06,Budget,"9,037.74",CNY,Project Zenith
AMER,Marketing,Argentina,South America,EMP00185,2024-05-06,Revenue,"5,528,673.65",ARS,Project Horizon
AMER,Retail,Mexico,North America,EMP00102,2024-05-07,Revenue,"122,563.41",MXN,Project Vega
EMEA,Logistics,United Kingdom,Northern Europe,,2024-05-07,Budget,"4,957.27",GBP,Project Aurora
EMEA,IT Services,Spain,Southern Europe,,2024-05-07,Budget,878.87,EUR,Project Zenith
EMEA,Wholesale,Germany,Western Europe,,2024-05-07,Other Costs,"1,116.94",EUR,Project Atlas
AMER,Retail,Brazil,South America,,2024-05-07,Budget,"4,598.24",BRL,Project Atlas
EMEA,HR,France,Western Europe,,2024-05-07,Budget,"9,125.03",EUR,Project Aurora
AMER,E-commerce,Brazil,South America,,2024-05-07,Budget,"4,241.44",BRL,Project Falcon
AMER,Retail,United States,North America,,2024-05-07,Other Costs,"1,731.19",USD,Project Orion
APAC,E-commerce,Australia,Oceania,,2024-05-07,Budget,"4,602.42",AUD,Project Atlas
APAC,E-commerce,China,East Asia,,2024-05-07,Budget,"11,038.37",CNY,Project Horizon
AMER,E-commerce,Argentina,South America,,2024-05-07,Budget,"931,032.47",ARS,Project Aurora
EMEA,Retail,United Kingdom,Northern Europe,,2024-05-07,Budget,"3,593.76",GBP,Project Nimbus
AMER,Logistics,Brazil,South America,,2024-05-07,Budget,"2,398.59",BRL,Project Nimbus
EMEA,Marketing,Portugal,Southern Europe,,2024-05-07,Budget,"3,968.63",EUR,Project Orion
APAC,Retail,Singapore,Southeast Asia,EMP00125,2024-05-07,Revenue,"8,267.81",SGD,Project Titan
AMER,IT Services,Brazil,South America,,2024-05-07,Budget,"3,356.69",BRL,Project Zenith
AMER,Finance,Brazil,South America,,2024-05-07,Budget,"10,865.15",BRL,Project Titan
APAC,Wholesale,India,South Asia,,2024-05-07,Budget,"62,137.53",INR,Project Nova
AMER,IT Services,Brazil,South America,,2024-05-07,Other Costs,"1,194.09",BRL,Project Zenith
AMER,Marketing,Argentina,South America,,2024-05-07,Other Costs,"239,234.93",ARS,Project Horizon
APAC,Logistics,Australia,Oceania,,2024-05-07,Budget,"10,985.33",AUD,Project Zenith
EMEA,Wholesale,Spain,Southern Europe,EMP00104,2024-05-07,Revenue,"5,724.17",EUR,Project Falcon
EMEA,Retail,Italy,Southern Europe,,2024-05-07,Budget,"1,396.27",EUR,Project Horizon
